Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание,,,,,,,,,,,,,,,,,,,,,,
Б0001335;Затирка для швов 004 ананас  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;114,00;157,20;3;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001344;Затирка для швов №007 сахара  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;4;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001342;Затирка для швов №010 розовая паст.  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;3;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001341;Затирка для швов №011 мальва  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;2;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;",,,,,,,,,,,,,,,,,,,
Б0001343;Затирка для швов №012 розовая  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;2;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Мин./макс. ширина шва: 1мм/6мм. Расход: 1кг/2 кв.м для плиток 15*15 см,при ширине шва 3 мм и глубине 4 мм. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,
Б0000999;Затирка для швов №018 бежевая паст.  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;28;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001037;Затирка для швов №020 бежевая  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;11;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001349;Затирка для швов №021 кирпичный  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;3;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001158;Затирка для швов №022 ореховый  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;3;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001339;Затирка для швов №023 коричневая  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;1;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001350;Затирка для швов №025  светло-зеленый  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;2;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001351;Затирка для швов №027  зеленый  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;4;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001724;Затирка для швов №028 лазурь пастельная  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;1;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001000;Затирка для швов №029 арктика  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;4;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001157;Затирка для швов №030 лазурь светлая  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;5;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001337;Затирка для швов №031 лазурь  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;608,00;595,20;4;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001353;Затирка для швов №033  эдельвейс  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;3;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""шт"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0000324;Затирка для швов №034 светл. серая  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;234,65;229,70;3;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0000933;Затирка для швов №035 серая  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;161,50;158,10;4;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001060;Затирка для швов №036 темно-серая  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;248,90;243,70;8;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0001318;Затирка для швов №037 графит  2кг Атлас;Сухие строительные смеси;Затирка для плитки;;229,70;234,65;4;Ширина шва:0-7 мм/Расход (3 мм шов для плиток 30х30 см):0,"38 кг/м2;;""меш"";Fuga_Atlas_EXTRA;0;Эластичная цементная смесь ATLAS для затирки швов узких применяется для цветного заполнения швов между настенными и напольными керамическими плитками",мраморными и бетонными плитами,глазурованными мозаиками и кафельными плитками  в сухих,влажных и даже мокрых помещениях. Раствор является морозо- и водостойким.,,,,,,,,,,,,,,,,
Б0000292;Клей для плитки \В\ для вн. и нар. работ 25кг \Плитонит\;Сухие строительные смеси;Клей для плитки;;244,15;239,"01;0.01;;;""меш"";4698;0;Предназначен для приклеивания: всех типов и размеров настенных и напольных керамических плиток внутри и снаружи помещений; напольных керамогранитных и клинкерных плиток внутри помещений. На поверхности из бетона",железобетона,ячеистого бетона,кирпича,цементных,известково-цементных и гипсовых штукатурок,а также гипсокартонных,пазогребневых и гипсолитовых плит. Клей удобен в применении,легко перемешивается с водой,обладает высокой пластичностью,в процессе производства работ плитка не сползает с вертикальных оснований. Смесь может применяться для облицовки полов с подогревом и небольших бассейнов.,,,,,,,,,,
Б0026092;Клей для плитки \Мультификс\ Универсал (25) кг PERFEKTA;Сухие строительные смеси;Клей для плитки;;318,25;311,55;1;Прочность сцепления с основанием,не менее:0,8 МПа/Количество воды на 25 кг смеси:5,25-6 л/#Расход при толщине слоя 1 мм:1,3 кг на м2/Рекомендуемая толщина слоя:2-10 мм/Открытое время:15 минут/#Время корректировки плитки:15 минут/Жизнеспособность раствора:2,"5 часа/Морозостойкость:50циклов;;""меш"";kley_multifix_r;0;Предназначен для укладки на пол и стены всех видов керамической и облицовки керамогранитом и натуральным камнем весом до 700г/кв см. Для цоколей",подвалов,фасадов,балконов,террас и помещений с любым уровнем влажности. <br>Для системы теплый пол,для облицовки искусственных водоемов и чаш бассейнов. Водо - и морозостойкий. Техн. характеристики: прочность сцепления с основанием,не менее 0,8МПа. Максимальная фракция 0,315 мм. Количество воды на 25 кг смеси 5,25-6,0л. Рекомендуемая толщина слоя 2-10мм. Открытое время 15 минут. Время корректировки плитки 15 минут. Жизнеспособность раствора 2,5 часа. Затирка швов не ранее,чем через 24 часа. Морозостойкость 50 циклов. Температура эксплуатации от -50град до + 70град.<br>Расход смеси при слое 1 мм -1,3 кг на кв.м,температура эксплуатации -50градуов до + 70 градусов,
ДХ1553;Клей для плитки \Смартфикс Plus\  (25кг) PERFEKTA;Сухие строительные смеси;Клей для плитки;;253,65;248,"31;8;;;""шт"";smartfix_plus;0;Предназначен для облицовки стен и полов керамической плиткой весом до 500г/100 кв.см и керамогранитом размером 30*30 см. Для наружных и внутренних работ. Облицовка цоколей",подвалов,фасадов,балконов,террас и помещений с любым уровнем влажности. Водо и морозостойкий. Техн. характеристики: прочность сцепления с основанием,не менее 0,7 МПа,максимальная фракция 0,315мм. Количество воды на 25 кг смеси 5,25-5,75л. Рекомендуемая толщина слоя 2-10мм. Открытое время 15 минут,время корректировки плитки 20 минут,жизнеспособность раствора 3 часа,затирка швов не ранее,чем через 24 часа. Морозостойкость 50 циклов. Расход смеси при слое 1 мм- 1,3 кг/кв.м.,,,,,
Б0003596;Клей для плитки \Смартфикс\ (Стандарт) (25кг) PERFEKTA;Сухие строительные смеси;Клей для плитки;;242,25;237,15;4;Прочность сцепления с основанием,не менее:0,7 МПа/Количество воды на 25 кг смеси:5,25-5,75 л/#Расход при толщине слоя 1 мм:1,"3 кг на м2/Рекомендуемая толщина слоя:2-10 мм/Открытое время:15 минут/#Время корректировки плитки:20 минут/Жизнеспособность раствора:3 часа/Морозостойкость:50циклов;1;""меш"";kley_smartfix_r;0;Предназначен для облицовки стен и полов керамической плиткой весом до 500г/100 кв.см и керамогранитом размером 30*30 см. Для наружных и внутренних работ. Облицовка цоколей",подвалов,фасадов,балконов,террас и помещений с любым уровнем влажности. Водо и морозостойкий. Техн. характеристики: прочность сцепления с основанием,не менее 0,7 МПа,максимальная фракция 0,315мм. Количество воды на 25 кг смеси 5,25-5,75л. Рекомендуемая толщина слоя 2-10мм. Открытое время 15 минут,время корректировки плитки 20 минут,жизнеспособность раствора 3 часа,затирка швов не ранее,чем через 24 часа. Морозостойкость 50 циклов. Расход смеси при слое 1 мм- 1,3 кг/кв.м.
Б0003583;Клей для плитки \Стартфикс\ (Базис) (25кг) PERFEKTA;Сухие строительные смеси;Клей для плитки;;213,75;209,25;34;Прочность сцепления с основанием,не менее:0,6 МПа/Количество воды на 25 кг смеси:5,25-5,75 л/#Расход при толщине слоя 1 мм:1,"3 кг на м2/Рекомендуемая толщина слоя:2-10 мм/Открытое время:10 минут/#Время корректировки плитки:15 минут/Жизнеспособность раствора:3 часа/Морозостойкость:50циклов;;""меш"";kley_startfix_r;0;Предназначен для укладки на пол и стены всех видов керамической плитки весом до 350г/100 кв см. Для облицовки полов керамогранитом",фасадов выше цокольной части и помещений с любым уровнем влажности Для наружных и внутренних работ. Морозостойкий (50циклов). Техн. характеристики: прочность сцепления с основанием,не менее 06,МПа,максимальная фракция 0,315 мм. Количество воды на 25 кг смеси 5,25-5,75л. Рекомендуемая толщина слоя 2-10мм,открытое время 10 минут,время корректировки плитки 15 минут. Жизнеспособность раствора 3 часа,затирка швов не ранее,чем через 24 часа. Расход смеси при слое 1 мм- 1,3 кг/кв.м.,,,
Б0026253;Клей для плитки \Хардфикс Белый\ (Эксперт Белый) (25кг) PERFEKTA;Сухие строительные смеси;Клей для плитки;;488,30;478,02;19;Цвет:белый/Прочность сцепления с основанием,не менее:1,2 МПа/#Прочность на сжатие:10 МПа/Количество воды на 25 кг смеси:5,25-6 л/Расход при толщине слоя 1 мм:1,3 кг на м2/Рекомендуемая толщина слоя:2-10 мм/Открытое время:20 минут/Время корректировки плитки:20 минут/Жизнеспособность раствора:2,"5 часа/#Морозостойкость:50циклов;;""меш"";hardfix_WHT_r;0;Для стекла",мозаики и белого мрамора,для всех видов нат.камня,керамогранита,клинкерной и керамической плитки. Для бассейнов и резервуаров с водой,для стандартных и сложных оснований,водо- и морозостойкий. Расход при толщине слоя 1мм - 1,3 кг/кв.м,рекомендуемая толщина слоя 2-10мм.,,,,,,,
Б0001065;Клей для плитки B2000 (25кг);Сухие строительные смеси;Клей для плитки;;188,10;184,"20;14;;;""меш"";bau2000;0;Для укладки настенной керамической плитки и плиток из природного камня на поверхности из бетона",кирпичную кладку,гипрок,штукатурку,шпатлевки,старую облицовочную плитку в сухих,влажных,мокрых помещениях,укладки на бетонные полы,для наружных облицовочных работ.,,,,,,,,,,,
Б0001564;Клей для плитки B3000 (25кг);Сухие строительные смеси;Клей для плитки;;209,00;204,"60;29;;;""меш"";bau2000;0;Клеевой раствор обладает прочностью сцепления с самыми различными поверхностямив нормальных и жестких условиях эксплуатации. Отличается пластичностью",однородностью,длительной жизнеспособностью,водо-морозостойкостью. Применяется для укладки настенных,напольных плиток,в том числе тяжелых плит,на сложные поверхности,на поверхности,покрытые краской,старой керамической плиткой,поверхности легких бетонов,гипсокартона,ДСП и др. материлов и поверхностей с плохой адгезной способностью.,,,,,,,,
Б0000244;Клей для плитки ЕК 3000  (25кг);Сухие строительные смеси;Клей для плитки;;252,20;252,"20;2;;;""меш"";ek3000;0;Клей применяется для укладки керамической плитки",плит из природного и искусственного камня водопоглощением не менее 1 % на вертикальные и горизонтальные оштукатуренные,бетонные,газобетонные,кирпичные,гипсокартонные и другие минеральные основания. Для внутренних и наружных работ. Клей является строительным раствором широкого применения: может использоваться для заполнения межплиточных швов,выравнивания поверхностей слоем до 5 мм,а также в качестве высокопрочного кладочного раствора.,,,,,,,,,,,,,
Б0000514;Клей для плитки усиленный \Холдер\ (25) кг PERFEKTA;Сухие строительные смеси;Клей для плитки;;261,25;255,75;27;Прочность сцепления с основанием,не менее:0,8 МПа/#Прочность на сжатие:10 МПа/Количество воды на 25 кг смеси:5,25-5,75 л/Расход при толщине слоя 1 мм:1,"3 кг на м2/Рекомендуемая толщина слоя:2-30 мм/Открытое время:15 минут/#Время корректировки плитки:20 минут/Жизнеспособность раствора:3 часа/Морозостойкость:50циклов;1;""меш"";kley_holder_r;0;Предназначен для укладки керамической плитки любого размера; малоформатного (до 30*30) керамогранита на пол и стены; среднеформатных  (до 45*45см) керамогранитных",натуральных или искусственных каменных плит на пол. Армирован фиброволокном. Для наружных и внутренних работ. <br>Техн. характеристики: Прочность сцепления с основанием,не менее 0,8 МПа,прочность на сжатие,не менее 10 МПа,кол-во воды на 25 кг смеси 5,25-5,75 л,расход при толшине слоя 1 мм 1,3кг/м2,рекоменд толшина слоя 2-30мм. Темп. эксплуат. от -50  до +70 град.,,,,
Б0026101;Клей для блоков \Пеноблок\ (25кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;237,50;232,50;7;Прочность на сжатие:8 МПа/Расход при толщине слоя 2 мм:2,5 кг/м2/#Расход смеси на 1 м3 блоков,не более:17 кг/Количество воды на 25 кг смеси:5,25-6,"25 л/Рекомендуемая толщина слоя:2-8 мм/Жизнеспособность раствора:3 часа/Время укладки:30 минут/#Морозостойкость:50циклов;;""меш"";kley_penoblok_r;0;КЛЕЙ МОНТАЖНЫЙ Perfekta® “ПЕНОБЛОК” предназначен для кладки стен и перегородок из блоков и плит на основе ячеистого бетона (пено- и газобетон)",газосиликата,а также пенополистиролбетона. Используется для тонкослойной кладки пазовых и беспазовых блоков.<br>Позволяет укладывать блоки тонкими швами – от 2 мм,что предотвращает возникновение термических мостиков между блоками. Водо- морозостойкий. Обладает высокой прочностью и адгезией. Высокая пластичность делает материал удобным в работе<br> Расход при толщине слоя 2 мм  2,5 кг/ м2,,,,,,,,,,,,
Б0000533;Клей для каминов СуперКамин ТермоКлей  \Плитонит Т\ 25кг;Сухие строительные смеси;Монтажные смеси;;817,00;799,"80;1;;;""меш"";;0;Термостойкий клей с армирующими волокнами для облицовки печей и каминов.Смесь предназначена для приклеивания облицовочной плитки из керамики",керамогранита,натур. и искуств. камня при отделке кирпичных пов-стей печей,каминов и бетонных оснований,подверженных t воздействию внутри помещений.Может применяться в качестве шпаклёвки и затирки для швов между плитками на основаниях,подверженных воздействию t. Расход материала: 25 кг на 9 кв.м (укладка плитки),25 кг на 19кв.м (шпаклевание 1 мм).,,,,,,,,,,,,,,
Б0026094;Клей монтажный \Гипсолит\ (30кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;312,55;305,"97;10;;;""меш"";Gipsolit_r;0;Для приклеивания гипсокартонных и гипсоволокнистых листов (ГКЛ",ГВЛ),пазогребневых плит (ПГП),а также пенополистирольных и минераловатных плит на поверхности стен внутри помещений с нормальной влажностью. Позволяет выравнивать поверхности стен листами без использования дополнительных механических креплений,обладает высокой адгезией,быстрым твердением и набором прочности. Применяется в качестве базовой шпаклевки для выравнивания стен и потолков. Наносится на бетон,газо- и пенобетон,кирпич,ГКЛ,ГВЛ,ПГП,ЦСП,СМЛ,гипсовые и цементные штукатурки. <br> Расход при слое 5 мм 	 5 кг/м2,,,,,,,
Б0026198;Клей монтажный для теплоизоляции \Экотек\ (25кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;363,85;356,"19;74;;;""меш"";kley_ecotek_r;0;Предназначен для монтажа всех видов теплоизоляционных пенополистирольных и минераловатных плит внутри и снаружи зданий. Обладает высокой прочностью",адгезией,паропроницаемостью,водо- и морозостойкостью. Основания: бетон,газо- и пенобетон,кирпичная и каменная кладка,цементные и гипсовые штукатурки,все виды стяжек и фасады выше цокольной части. Расход 3,0 – 4,0 кг сухой смеси на 1квм поверхности,,,,,,,,,,,
Б0003586;Штукатурно- клеевой состав \Термотек\ (25 кг) PERFEKTA;Сухие строительные смеси;Монтажные смеси;;396,15;387,"81;34;;;""меш"";termotek_r;0;Для монтажа пенополистирольных и минераловатных плит",создания армированного базового штукатурного слоя. Рекомендуется для применения в системах утепления фасадов штукатурного типа для новых и старых зданий,а также для создания промежуточного штукатурного слоя,наносимого на гладкое бетонное основание и на поверхностях,подверженных нагреву до 100 градусов,в том числе для облицовки каминов керамической плиткой. Расход при слое 1 мм 1-1,5кг/кв.м. Рекомендуемая толщина 2-10 мм,,,,,,,,,,,,,,
Б0002710;Валик игольчатый малая игла,72мм х 400мм;Сухие строительные смеси;Смеси для устройства полов;;299,25;292,"95;1;;;""шт"";valik_dlya_pola;0;Используется для наливных полов.",,,,,,,,,,,,,,,,,,,
Б0026087;Наливной пол \Цементный\(1-15мм) тонкослойный (25кг) PERFEKTA;Сухие строительные смеси;Смеси для устройства полов;;435,10;425,"94;47;;;""меш"";pol_zement_r;0;Идеальная ровность поверхности",для жилых,офисных,торговых  общественных помещений. Под укладку керамической плитки,паркета,ковролина,линолеума,ламината и др. Для системы теплый пол. Применяется для наружных и внутренних работ в помещениях с любым уровнем влажности. Для ручного и машинного нанесения.Техн. характеристики: прочность  на сжатие 20 МПа,прочность на изгиб,не менее 4МПа,прочность сцепления с основанием,не менее 0,8МПа. Количество воды на 25 кг смеси 5,25-5,75л. Рекомендуемая толщина слоя 1-15 мм,растекаемость готового раствора 300-320 мм,жизнеспособность раствора (в открытой таре) 60минут,жизнеспособность раствора на основании 30 минут. Время пешего хождения через 6 часов. Расход смеси при слое 1 мм 1,6 кг/кв.м.,,
Б0003585;Наливной пол б/твердеющий (2-200мм) Мультислой (20 кг) PERFEKTA;Сухие строительные смеси;Смеси для устройства полов;;325,85;318,"99;7;;;""меш"";pol_nalivnoy_mult;1;Предназначен для высококачественного выравнивания",а также для устранения дефектов (трещин,выбоин,сколов и т.п.) полов,"эксплуатируемых в условиях низких и умеренных нагрузок. Рекомендуется для использования в системе \""теплый пол\"". Применяется для внутренних работ в помещениях с нормальной и повышенной влажностью. Наносится ручным или машинным способом. Рекомендуемая толщина слоя 2-200 мм.Техн. характеристики: прочность на сжатие 20МПа",прочность сцепления с основанием не менее 0,8 МПа,прочность на изгиб не менее 5 МПа. Растекаемость готового раствора 280-320мм,жизнеспособность раствора (в открытой таре) 60 минут,жизнеспособность раствора на основании 30 минут,время пешего хождения через 2-3 часа,готовность к укладке напольных покрытий 1-3 суток.  Расход смеси при слое 10мм - 14 кг/кв.м.,,,,,,,,,
Б0003584;Наливной ровнитель \Профислой\ (10-70мм)высокопрочный (25 кг) PERFEKTA;Сухие строительные смеси;Смеси для устройства полов;;379,05;371,"07;84;;;""меш"";pol_profisloy_r;0;Предназначен для выравнивания и устройства прочного пола",эксплуатируемого в условиях низких,умеренных и значительных нагрузок (жилые,административные,торговые и общественные помещения,эксплуатируемые кровли,балконы,террасы,гаражи,автомобильные стоянки и промышленные помещения с умеренной нагрузкой). Для всех видов стяжек,"укрытия трубопроводов и др. коммуникаций. Рекомендуется для использования в системе \""теплый пол\"". Применяется для внутренних и наружных работ. Наносится ручным или машинным способом.Техн. характеристики: прочность на сжатие 30МПа",прочность на изгиб,не менее 7МПа,прочность сцепления с основанием,не менее 0,8 МПа. Количество воды на 25 кг смеси 3,0-3,5л. Толщина слоя 10-70 мм. Подвижность смеси - растекаемость (марка) 180-220мм. Жизнеспособность раствора (в открытой таре) 60 минут,жизнеспособность раствора на основании 30 минут,время пешего хождения через 12 часов,тепмература эксплуатации от -50град.  до +70град. Расход смеси при слое 10 мм - 20 кг/кв.м.
Б0026192;Смесь цементно-песчаная  М-150 25 кг;Сухие строительные смеси;Цементно песчанная смесь (ЦПС);;104,50;102,"30;260;;;""шт"";132;0;Цементно-песчанная смесь обеспечивает высокую прочность при твердении",устойчива к усадке,отличается повышенной прочностью сцепления к строительному элементу. Её отличные связующие качества делают её подходящей для работ при монтаже фундаментов из сборных элементов,возведении промышленных,жилых зданий и сооружений,а также для первичного выравнивания полов (цементных стяжек).Расход:2,1кг/м2 при толщине 1мм,толщина слоя 5-40 мм.,,,,,,,,,,,,,
