Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание,,,,,,,,,,,,,,,,,,,,,,
Б0002237;Заглушка левая для плинтуса LM 55 ZL 10  Клен;Напольные покрытия;Плинтус напольный;;13,30;13,"02;42;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002212;Заглушка левая для плинтуса LM 55 ZL 15 Орех темный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;34;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002202;Заглушка левая для плинтуса LM 55 ZL 16 Дуб античный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;49;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002217;Заглушка левая для плинтуса LM 55 ZL 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;13,30;13,"02;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002197;Заглушка левая для плинтуса LM 55 ZL 22 Венге Африка;Напольные покрытия;Плинтус напольный;;13,30;13,"02;34;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001648;Заглушка левая для плинтуса LM 55 ZL 23 Ясень;Напольные покрытия;Плинтус напольный;;13,30;13,"02;42;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002222;Заглушка левая для плинтуса LM 55 ZL 26 Дуб темный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;18;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003176;Заглушка левая для плинтуса LM 55 ZL 45  Серая акация;Напольные покрытия;Плинтус напольный;;13,30;13,"02;18;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002564;Заглушка левая для плинтуса LM55 ZL 19 Венге;Напольные покрытия;Плинтус напольный;;13,30;13,"02;53;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002228;Заглушка правая для плинтуса LM 55 ZP 02  Красное дерево;Напольные покрытия;Плинтус напольный;;13,30;13,"02;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002208;Заглушка правая для плинтуса LM 55 ZP 07 Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;13,30;13,"02;14;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002233;Заглушка правая для плинтуса LM 55 ZP 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;13,30;13,"02;16;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002238;Заглушка правая для плинтуса LM 55 ZP 10  Клен;Напольные покрытия;Плинтус напольный;;13,30;13,"02;42;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002213;Заглушка правая для плинтуса LM 55 ZP 15 Орех темный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;36;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002203;Заглушка правая для плинтуса LM 55 ZP 16 Дуб античный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;39;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002565;Заглушка правая для плинтуса LM 55 ZP 19 Венге;Напольные покрытия;Плинтус напольный;;13,30;13,"02;53;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002218;Заглушка правая для плинтуса LM 55 ZP 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;13,30;13,"02;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002198;Заглушка правая для плинтуса LM 55 ZP 22 Венге Африка;Напольные покрытия;Плинтус напольный;;13,30;13,"02;34;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001649;Заглушка правая для плинтуса LM 55 ZP 23 Ясень;Напольные покрытия;Плинтус напольный;;13,30;13,"02;45;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002223;Заглушка правая для плинтуса LM 55 ZP 26 Дуб темный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;19;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003177;Заглушка правая для плинтуса LM 55 ZP 45 Серая акация;Напольные покрытия;Плинтус напольный;;13,30;13,"02;18;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003231;Заглушки торцевые  ПВХ комплект Идеал  Вишня;Напольные покрытия;Плинтус напольный;;35,15;34,"41;23;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002849;Заглушки торцевые  ПВХ КОМПЛЕКТ(Идеал Комфорт) Беленый Дуб;Напольные покрытия;Плинтус напольный;;18,05;17,"67;9;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1473;Заглушки торцевые  ПВХ КОМПЛЕКТ(Идеал Комфорт)Мокко Дуб;Напольные покрытия;Плинтус напольный;;35,15;34,"41;9;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0000672;Плинтус ПВХ с кабель-каналом Идеал 2,5м Бук Светлый;Напольные покрытия;Плинтус напольный;;61,75;60,"45;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0003227;Плинтус ПВХ с кабель-каналомИдеал Вишня  2,5м;Напольные покрытия;Плинтус напольный;;57,00;55,"80;32;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0001703;Плинтус пластик. LM 55  Ясень;Напольные покрытия;Плинтус напольный;;85,50;83,"70;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002561;Плинтус пластик. LM 55 Венге  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;28;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0001647;Плинтус пластик. LM 55 Венге Африка  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;6;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002191;Плинтус пластик. LM 55 Дуб античный  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;4;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002190;Плинтус пластик. LM 55 Дуб савоен  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;3;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002192;Плинтус пластик. LM 55 Дуб темный  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002195;Плинтус пластик. LM 55 Клен  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;10;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002193;Плинтус пластик. LM 55 Красное дерево  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;40;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0002194;Плинтус пластик. LM 55 Орех грецкий  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0000333;Плинтус пластик. LM 55 Орех темный  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;11;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0003181;Плинтус пластик. LM 55 Серая акация  2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;13;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
Б0001706;Плинтус пластик. LM 55 Хикора Вирджиния 2,5м;Напольные покрытия;Плинтус напольный;;85,50;83,"70;5;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,
ДХ1472;Соединитель (Идеал Комфорт) Мокко Дуб;Напольные покрытия;Плинтус напольный;;11,40;11,"16;22;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002229;Соединитель для плинтуса LM 55 L 02 Красное дерево;Напольные покрытия;Плинтус напольный;;13,30;13,"02;40;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002209;Соединитель для плинтуса LM 55 L 07  Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;13,30;13,"02;37;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002234;Соединитель для плинтуса LM 55 L 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;13,30;13,"02;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002239;Соединитель для плинтуса LM 55 L 10 Клен;Напольные покрытия;Плинтус напольный;;13,30;13,"02;12;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002214;Соединитель для плинтуса LM 55 L 15 Орех темный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;18;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002204;Соединитель для плинтуса LM 55 L 16 Дуб античный;Напольные покрытия;Плинтус напольный;;13,30;13,"02;6;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002219;Соединитель для плинтуса LM 55  L 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;13,30;13,"02;21;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002199;Соединитель для плинтуса LM 55 L 22 Венге Африка;Напольные покрытия;Плинтус напольный;;13,30;13,"02;1;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001650;Соединитель для плинтуса LM 55 L 23 Ясень;Напольные покрытия;Плинтус напольный;;13,30;13,"02;38;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003178;Соединитель для плинтуса LM 55 L 45 Серая акация;Напольные покрытия;Плинтус напольный;;13,30;13,"02;5;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002520;Соединитель для плинтуса Идеал Беленый Дуб;Напольные покрытия;Плинтус напольный;;10,45;10,"23;22;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001250;Соединитель Идеал Бук Светлый;Напольные покрытия;Плинтус напольный;;6,65;6,"51;26;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003319;Соединитель Идеал Вишня;Напольные покрытия;Плинтус напольный;;11,40;11,"16;44;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1469;Угол внешний (Идеал Комфорт) Мокко Дуб;Напольные покрытия;Плинтус напольный;;11,40;11,"16;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002230;Угол внешний для плинтуса LM 55 NZ 02 Красное дерево;Напольные покрытия;Плинтус напольный;;18,05;17,"67;37;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002210;Угол внешний для плинтуса LM 55 NZ 07 Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;18,05;17,"67;18;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002235;Угол внешний для плинтуса LM 55 NZ 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;18,05;17,"67;17;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002240;Угол внешний для плинтуса LM 55 NZ 10 Клен;Напольные покрытия;Плинтус напольный;;18,05;17,"67;12;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002215;Угол внешний для плинтуса LM 55 NZ 15 Орех темный;Напольные покрытия;Плинтус напольный;;18,05;17,"67;9;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002205;Угол внешний для плинтуса LM 55 NZ 16 Дуб Античный;Напольные покрытия;Плинтус напольный;;18,05;17,"67;16;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002563;Угол внешний для плинтуса LM 55 NZ 19 Венге;Напольные покрытия;Плинтус напольный;;18,05;17,"67;54;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002220;Угол внешний для плинтуса LM 55 NZ 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;18,05;17,"67;22;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002200;Угол внешний для плинтуса LM 55 NZ 22 Венге Африка;Напольные покрытия;Плинтус напольный;;18,05;17,"67;13;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0000335;Угол внешний для плинтуса LM 55 NZ 23  Ясень;Напольные покрытия;Плинтус напольный;;18,05;17,"67;104;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002225;Угол внешний для плинтуса LM 55 NZ 26 Дуб темный;Напольные покрытия;Плинтус напольный;;18,05;17,"67;21;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003179;Угол внешний для плинтуса LM 55 NZ 45 Серая акация;Напольные покрытия;Плинтус напольный;;18,05;17,"67;14;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002519;Угол внешний для плинтуса Идеал Беленый Дуб;Напольные покрытия;Плинтус напольный;;11,40;11,"16;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002152;Угол внешний Идеал Бук Светлый;Напольные покрытия;Плинтус напольный;;14,25;13,"95;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003229;Угол внешний ПВХ Идеал  Вишня;Напольные покрытия;Плинтус напольный;;11,40;11,"16;50;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002231;Угол внутр. для плинтуса LM 55 NW 02 Красное дерево;Напольные покрытия;Плинтус напольный;;18,05;17,"67;49;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002211;Угол внутр. для плинтуса LM 55 NW 07 Хикора Вирджиния;Напольные покрытия;Плинтус напольный;;18,05;17,"67;29;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002236;Угол внутр. для плинтуса LM 55 NW 08 Орех грецкий;Напольные покрытия;Плинтус напольный;;18,05;17,"67;6;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002216;Угол внутр. для плинтуса LM 55 NW 15 Орех темный;Напольные покрытия;Плинтус напольный;;18,05;17,"67;13;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002206;Угол внутр. для плинтуса LM 55 NW 16 Дуб Античный;Напольные покрытия;Плинтус напольный;;18,05;17,"67;2;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002562;Угол внутр. для плинтуса LM 55 NW 19 Венге;Напольные покрытия;Плинтус напольный;;18,05;17,"67;44;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002221;Угол внутр. для плинтуса LM 55 NW 20 Дуб Савоен;Напольные покрытия;Плинтус напольный;;18,05;17,"67;9;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002201;Угол внутр. для плинтуса LM 55 NW 22 Венге Африка;Напольные покрытия;Плинтус напольный;;18,05;17,"67;30;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002226;Угол внутр. для плинтуса LM 55 NW 26 Дуб темный;Напольные покрытия;Плинтус напольный;;18,05;17,"67;15;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002518;Угол внутр. для плинтуса Идеал Беленый Дуб;Напольные покрытия;Плинтус напольный;;11,40;11,"16;12;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0002157;Угол внутренний Идеал Бук Светлый;Напольные покрытия;Плинтус напольный;;5,89;5,"77;12;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0003318;Угол внутренний Идеал Вишня;Напольные покрытия;Плинтус напольный;;11,40;11,"16;46;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
ДХ1470;Угол внутренний ПВХ (Идеал Комфорт) Мокко Дуб;Напольные покрытия;Плинтус напольный;;11,40;11,"16;12;;;""шт"";;0;",,,,,,,,,,,,,,,,,,,,
Б0001026;Подложка под паркет  2мм  шир. 1,0м;Напольные покрытия;Подложка;;10,45;10,"23;25;;;""пог.м"";;0;50м/рул",,,,,,,,,,,,,,,,,,,
Б0000697;Подложка под паркет  3мм  шир. 1,0м;Напольные покрытия;Подложка;;17,10;16,"75;20;;;""пог.м"";;0;50 м/рул",,,,,,,,,,,,,,,,,,,
ДХ1925;ПВХ покрытие Tarkett LOUNGE ACOUSTIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";acoustic;0;",,,,,,,,,,,,,,,,,,,,
ДХ1917;ПВХ покрытие Tarkett LOUNGE BALI;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";bali;0;",,,,,,,,,,,,,,,,,,,,
ДХ1914;ПВХ покрытие Tarkett LOUNGE BUDDHA;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";buddha;0;",,,,,,,,,,,,,,,,,,,,
ДХ1910;ПВХ покрытие Tarkett LOUNGE CHARANGO;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";charango;0;",,,,,,,,,,,,,,,,,,,,
ДХ1918;ПВХ покрытие Tarkett LOUNGE CHILL;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";chill;0;",,,,,,,,,,,,,,,,,,,,
ДХ1920;ПВХ покрытие Tarkett LOUNGE COCKTAIL;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";cocktail;0;",,,,,,,,,,,,,,,,,,,,
ДХ1864;ПВХ покрытие Tarkett LOUNGE COSTES;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";costes;0;",,,,,,,,,,,,,,,,,,,,
ДХ1924;ПВХ покрытие Tarkett LOUNGE DELMAR;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";delmar;0;",,,,,,,,,,,,,,,,,,,,
ДХ1926;ПВХ покрытие Tarkett LOUNGE FABRIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";fabric;0;",,,,,,,,,,,,,,,,,,,,
ДХ1916;ПВХ покрытие Tarkett LOUNGE HENRY;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";henry;0;",,,,,,,,,,,,,,,,,,,,
ДХ1927;ПВХ покрытие Tarkett LOUNGE HUSKY;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";husky;0;",,,,,,,,,,,,,,,,,,,,
ДХ1930;ПВХ покрытие Tarkett LOUNGE IBIZA;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";ibiza;0;",,,,,,,,,,,,,,,,,,,,
ДХ1922;ПВХ покрытие Tarkett LOUNGE JAFFA;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";jaffa;0;",,,,,,,,,,,,,,,,,,,,
ДХ1912;ПВХ покрытие Tarkett LOUNGE LORENZO;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";lorenzo;0;",,,,,,,,,,,,,,,,,,,,
ДХ1865;ПВХ покрытие Tarkett LOUNGE MOBY;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";moby;0;",,,,,,,,,,,,,,,,,,,,
ДХ1863;ПВХ покрытие Tarkett LOUNGE NORDIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";nordic;0;",,,,,,,,,,,,,,,,,,,,
ДХ1915;ПВХ покрытие Tarkett LOUNGE RAMON;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";ramon;0;",,,,,,,,,,,,,,,,,,,,
ДХ1913;ПВХ покрытие Tarkett LOUNGE RELAX;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""шт"";relax;0;",,,,,,,,,,,,,,,,,,,,
ДХ1923;ПВХ покрытие Tarkett LOUNGE SANDY;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";sandy;0;",,,,,,,,,,,,,,,,,,,,
ДХ1921;ПВХ покрытие Tarkett LOUNGE SERGE;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";serge;0;",,,,,,,,,,,,,,,,,,,,
ДХ1911;ПВХ покрытие Tarkett LOUNGE SIMPLE;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";simple;0;",,,,,,,,,,,,,,,,,,,,
ДХ1919;ПВХ покрытие Tarkett LOUNGE SKYE;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";skye;0;",,,,,,,,,,,,,,,,,,,,
ДХ1862;ПВХ покрытие Tarkett LOUNGE STUDIO;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";studio;0;",,,,,,,,,,,,,,,,,,,,
ДХ1928;ПВХ покрытие Tarkett LOUNGE TRIBUTE;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";tribute;0;",,,,,,,,,,,,,,,,,,,,
ДХ1929;ПВХ покрытие Tarkett LOUNGE VERSION;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";version;0;",,,,,,,,,,,,,,,,,,,,
ДХ1909;ПВХ покрытие Tarkett LOUNGE WOODY;Напольные покрытия;Покрытие ART VINIL Таркетт;;849,30;831,"42;0.01;;;""м2"";woody;0;",,,,,,,,,,,,,,,,,,,,
ДХ1889;ПВХ покрытие Tarkett NEW AGE ABSTRACTION;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";abstraction;0;",,,,,,,,,,,,,,,,,,,,
ДХ1890;ПВХ покрытие Tarkett NEW AGE AMBIENT;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";ambient;0;",,,,,,,,,,,,,,,,,,,,
ДХ1891;ПВХ покрытие Tarkett NEW AGE AMENO;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";ameno;0;",,,,,,,,,,,,,,,,,,,,
ДХ1892;ПВХ покрытие Tarkett NEW AGE ELYSIUM;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";elysium;0;",,,,,,,,,,,,,,,,,,,,
ДХ1893;ПВХ покрытие Tarkett NEW AGE ENIGMA;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";enigma;0;",,,,,,,,,,,,,,,,,,,,
ДХ1894;ПВХ покрытие Tarkett NEW AGE EQUILIBRE;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";equilibre;0;",,,,,,,,,,,,,,,,,,,,
ДХ1895;ПВХ покрытие Tarkett NEW AGE ERA;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";era;0;",,,,,,,,,,,,,,,,,,,,
ДХ1896;ПВХ покрытие Tarkett NEW AGE EXOTIC;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";exotic;0;",,,,,,,,,,,,,,,,,,,,
ДХ1897;ПВХ покрытие Tarkett NEW AGE GRAVITY;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";gravity;0;",,,,,,,,,,,,,,,,,,,,
ДХ1898;ПВХ покрытие Tarkett NEW AGE MISTERO;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";mistero;0;",,,,,,,,,,,,,,,,,,,,
ДХ1899;ПВХ покрытие Tarkett NEW AGE MISTY;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""шт"";misty;0;",,,,,,,,,,,,,,,,,,,,
ДХ1900;ПВХ покрытие Tarkett NEW AGE NOISE;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";noise;0;",,,,,,,,,,,,,,,,,,,,
ДХ1901;ПВХ покрытие Tarkett NEW AGE ORIENT;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";orient;0;",,,,,,,,,,,,,,,,,,,,
ДХ1902;ПВХ покрытие Tarkett NEW AGE ORTO;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";orto;0;",,,,,,,,,,,,,,,,,,,,
ДХ1903;ПВХ покрытие Tarkett NEW AGE SENSE;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";sence;0;",,,,,,,,,,,,,,,,,,,,
ДХ1904;ПВХ покрытие Tarkett NEW AGE SERENITY;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";serenity;0;",,,,,,,,,,,,,,,,,,,,
ДХ1905;ПВХ покрытие Tarkett NEW AGE SOUL;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";soul;0;",,,,,,,,,,,,,,,,,,,,
ДХ1906;ПВХ покрытие Tarkett NEW AGE SPACE;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";space;0;",,,,,,,,,,,,,,,,,,,,
ДХ1907;ПВХ покрытие Tarkett NEW AGE STORM;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";storm;0;",,,,,,,,,,,,,,,,,,,,
ДХ1908;ПВХ покрытие Tarkett NEW AGE VOLO;Напольные покрытия;Покрытие ART VINIL Таркетт;;685,90;671,"46;0.01;;;""м2"";volo;0;",,,,,,,,,,,,,,,,,,,,
ДХ1850;Спортивный линолеум OMNISPORT EXCEL 8,3/0,8   2м;Напольные покрытия;Спортивные покрытия;;973,75;953,"25;0.01;;;""м2"";;0;Omnisports EXCEL- предназначено для полупрофессиональных и профессиональных многоцелевых и игровых площадок. Покрытие Omnisports Excel имеет наибольшую толщину",а значит и лучший амортизационный показатель (32-34%),который является определяющей характеристикой спортивного покрытия,обеспечивающий максимальный комфорт для профессиональных спортсменов.<br>Основные преимущества покрытия Omnisports:<br>    Универсальность – на таком покрытии могут проводиться соревнования по разным видам спорта<br>    Экономное решение по сравнению с наливными площадками и спортивным паркетом<br>    Хорошие показатели по вертикальной деформации,амортизации,скользкости и отскоку мяча обеспечивают комфорт для спортсменов и помогают им достигать лучших результатов<br>    Большой выбор цветов,включая дизайны с рисунком «под дерево»<br>    Стабильность линейных размеров - гарантия ровной поверхности<br>    Легкость в укладке<br>    Покрытие Top Clean XP – слой ПУ,обеспечивающий легкость в уборке,простой и недорогой уход.,,,,,,,,,,
ДХ1849;Спортивный линолеум OMNISPORT REFERENCE 6,5/0,7  2м;Напольные покрытия;Спортивные покрытия;;1244,50;1218,"30;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,
ДХ1848;Спортивный линолеум OMNISPORT SPEED 3,45/0,65  2м;Напольные покрытия;Спортивные покрытия;;1519,05;1487,"07;0.01;;;""м2"";;0;",,,,,,,,,,,,,,,,,,
Б0003469;Блок доломитовый перегородочный  390*90*185;Общестроительные материалы;Блоки;;35,15;34,"41;1;;;""шт"";;0;на поддоне 120 шт.",,,,,,,,,,,,,,,,,,,,
Б0003476;Блок керамзитобетонный 390х190х188;Общестроительные материалы;Блоки;;49,40;48,"40;1;;;""шт"";keramzitblok;0;",,,,,,,,,,,,,,,,,,,,
Б0002038;Блок пенобетон 600*300*100;Общестроительные материалы;Блоки;;74,10;72,"54;1;;;""шт"";penoblok;0;на поддоне 64 шт. 56 шт. в 1м3",,,,,,,,,,,,,,,,,,,,
